link,text,title,type
http://www.juzizhai.com/ju/2900.html,我是春蚕，吃了桑叶就要吐丝，哪怕放在锅里煮，死了丝还不断，为了给人间添一点温暖。——巴金名言友情在我过去的生活里就像一盏明灯，照彻了我的灵魂，使我的生存有了一点点的光彩——巴金受苦是考验，是磨炼，是咬紧牙关挖掉自己心灵上的污点。——巴金友情在我过去的生活里就象一盏明灯，照彻了我的灵魂，使我的生存有..,巴金名人名言,名人名言
http://www.juzizhai.com/ju/2899.html,勤奋是好运之母。——富兰克林三军可夺帅也，匹夫不可夺志也。——孔丘懒人老是找不到给他干的活。——沃维纳格不认识痛苦，就不是一条好汉。——雨果与其临渊羡鱼，不如退而结网。——《史记汉书董仲舒传》苦难是人生的老师，通过苦难，走向欢乐。——贝多芬读一切好书，就是和许多高尚的人谈话。——笛卡尔芸芸众生，孰..,激励人心的名言名句 激励人心的话语 激励人心的句子语录大全,名人名言
http://www.juzizhai.com/ju/2897.html,黑发不知勤学早，白首方悔读书迟。——《劝学》聪明在于勤奋，天才在于积累。——华罗庚不傲才以骄人，不以宠而作威。——诸葛亮苟利国家生死以，岂因祸福避趋之。——林则徐业精于勤，荒于嬉。行成于思，毁于随。——韩愈鸟欲高飞先振翅，人求上进先读书。——李若禅吾生也有涯，而知也无涯。——庄子人生在勤，不索何获..,勤奋的名言名句 勤奋好学的警句句子 勤奋好学的语录大全,名人名言
http://www.juzizhai.com/ju/2896.html,幸福在于为别人而生活。——列夫托尔斯泰夜把花悄悄地开放了，却让白日去领受谢词。——泰戈尔君子贵人贱己，先人而后己。——《礼记访记》最好的满足就是给别人以满足。——拉布吕耶尔应该让别人的生活因为有了你的生存而更加美好。——茨巴尔只有努力去减少别人的苦难，你才会快活。——芒奇我要做的只是以我微薄的绵力..,奉献精神的名人名言 关于奉献的名句语录 奉献他人的经典句子,名人名言
http://www.juzizhai.com/ju/2895.html,三人行，必有我师焉。择其善者而从之，其不善者而改之。——孔子夫子莞尔而笑。——孔子敏而好学，不耻下问。——孔子人而无信，不知其可也。——孔子学而不思则罔，思而不学则殆。——孔子名言父母在，不远游，游必有方。——孔子非礼勿视，非礼勿听，非礼勿言，非礼勿动。——孔子益者三友，损者三友。友直，友谅，友多..,孔子名言名句,名人名言
http://www.juzizhai.com/ju/2893.html,家庭关系紧张，父母专制，不尊重孩子的人格，不讲民主等因素直接影响孩子的学习与人生。——爱德华孩子健康心理的培养比对孩子身体的关心更为重要，孩子只有具备了健康的心理，才能挑战未来，走向成功。——布鲁尔卡特家长要善于细心地观察孩子，从孩子的一举一动和支言片语中去发现孩子的求知欲。——木村久一家长既要负..,关于孩子的名人名言 孩子名言警句,名人名言
http://www.juzizhai.com/ju/2892.html,  1.天地有大美而不言，四时有明法而不议，万物有成理而不说。圣人者，原天地之美而达万物之理。《庄子·知北游》    2.“凡人心险于山川，难于知天。”《庄子·杂篇·列御寇》    3.“忘其肝胆，遗其耳目，芒然彷徨乎尘垢之外，逍遥乎无事之业，是谓为而不恃，长而不..,庄子名言名句,名人名言
http://www.juzizhai.com/ju/2891.html,苦难对我们，成了一种功课，一种教育，你好好的利用了这苦难，就是聪明。——三毛在朋友交谈之间，语言需要当心。成年人更要步步为营，不传坏话，便可促进双方的友谊。减少是非是促进人际关系重要的一环，好话要多传，坏话一句也不传——三毛燃烧一个人的灵魂，正是对生命的爱，那是至死方休。——三毛我们一步一步走下去..,三毛的一些名言名句,名人名言
http://www.juzizhai.com/ju/2890.html,富贵不能淫，贫贱不能移，威武不能屈。——孟子名句谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣＊—孟子名言彼一时，此一时也。——孟子名言长幼有序。——孟子名句诚者，天之道也；思诚者，人之道也。——孟子天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤，行拂乱其所为，所以动心忍性，增益其所不能。..,孟子名言名句,名人名言
http://www.juzizhai.com/ju/2772.html,礼者，人道之极也。——荀子君子敬其在已者，而不慕其在天者，是以日进也。——荀子名言劳苦之事则争先，饶乐之事则能让。——荀子不积跬步，无以至千里；不积小流，无以成江海。——荀子礼者，断长续短，损有余，益不足，达爱敬之文，而滋成行义之美也。——荀子人无礼不立，事无礼不成，国无礼不宁。——荀子言无常信，..,荀子名言名句,名人名言
http://www.juzizhai.com/ju/2771.html,叶展对于她、对于这个城市而言，就像是雨后的一道彩虹。当彩虹出现的时候，人们停下来欣赏、赞叹；当迷人的色彩最终散去的时候，人们又重新步履匆匆地开始追逐风中猎猎作响的欲望旗帜，没有人回首没有人驻足。——郭敬明《爱与痛的边缘》我们活在浩瀚的宇宙里，漫天漂浮的宇宙尘埃和星河光尘，我们是比这些还要渺小的存在..,郭敬明经典语录大全,名人名言
http://www.juzizhai.com/ju/2769.html,桃花潭水深千尺，不及汪伦赠我情。——李白天生我材必有用。——李白桃花潭水深千尺，不及汪伦送我情。——李白中夜四五叹，常为大国忧。——李白天下伤心处，劳劳送客亭。——李白又送王孙去，萋萋满别情。——李白骐骥筋力成，志在万里外。——李白天生我才必有用，千金散尽还复来。——李白土扶可城墙，积德为厚地。—..,李白名言诗句,名人名言
http://www.juzizhai.com/ju/2768.html,喜欢和爱有什么分别？喜欢一个人，不至于渴望跟他共度余生。需要和爱有什么分别？需要一个人，还不至于希望下辈子再跟他一起。——张小娴要做这样的女子：面若桃花、心深似海、冷暖自知、真诚善良、触觉敏锐、情感丰富、坚忍独立、缱绻决绝。坚持读书、写字、听歌、旅行、上网、摄影，有时唱歌、跳舞、打扫、烹饪、约会、..,张小娴经典语录句子大全,名人名言
http://www.juzizhai.com/ju/2767.html,一个人的一生中总会遇到这样的时候，一个人的战争。这种时候你的内心已经兵荒马乱天翻地覆了，可是在别人看来你只是比平时沉默了一点，没人会觉得奇怪。这种战争，注定单枪匹马。——白岩松《痛并快乐着》过程好，结果不会差，为结果而忽视过程，结果一般不会好——白岩松走到生命的哪一个阶段，都该喜欢那一段时光，完成..,白岩松名人名言,名人名言
http://www.juzizhai.com/ju/2765.html,不要因为也许会改变就不肯说那句美丽的誓言不要因为也许会分离就不敢求一次倾心的相遇总有一些什么会留下来的吧留下来作一件不灭的印记好让好让那些不相识的人也能知道我曾经怎样深深地爱过你——席慕蓉《印记》在一回首间，才忽然发现，原来，我一生的种种努力，不过只为了周遭的人对我满意而已。为了搏得他人的称许与微..,席慕蓉经典语录句子,名人名言
http://www.juzizhai.com/ju/2764.html,我们都痛恨用马赛克压在人脸上的丑陋和不尊重。——柴静《看见》有些笑容背后是紧咬牙关的灵魂。——柴静《看见》就像叶子从痛苦的蜷缩中要用力舒展一样，人也要从不假思索的蒙昧里挣脱，这才是活着。——柴静《看见》不惹眼，不闹腾，也不勉强自己，要做个落后于时代的人，凝视人心。——柴静《看见》我问他；“我怎么老..,柴静名言 柴静名人名言 柴静语录,名人名言
http://www.juzizhai.com/ju/2763.html,十岁看百路都是一步一步走出来的。——安东尼可能我只是你生命里的一个过客，但你不会遇见第二个我。——安东尼我怕你说话，我怕你沉默。我怕你来到，我怕你离开。我怕抓紧你，我怕放走你。我怕你看到我，我怕你无视我。我怕你想念我，我怕你忘记我。我怕你过于依赖我，我怕你不再需要我。我怕你爱我，我怕你不爱我。我怕..,安东尼经典语录大全,名人名言
http://www.juzizhai.com/ju/2761.html,要想有自信就去努力挣钱，而不是钻研花鸟鱼虫。——孟非《非诚勿扰》有时候容易受骗是一种善良的表现。——孟非《非诚勿扰》我们每个人一生中发展的局限和性格有关，我们的停滞不前和性格有关，我们所犯的人生错误的代价和性格有关，重复的人生代价和性格有关，我们无法突破的自我瓶颈和性格有关，我们自以为是以为我们全..,孟非 孟非语录|名言|句子,名人名言
http://www.juzizhai.com/ju/2760.html,唯有记忆，才是最完美的影像。——七堇年《大地之灯》我们要有最朴素的生活，与最遥远的梦想。即使明日天寒地冻，路远马亡。——七堇年《被窝是青春的坟墓》就让我们继续与生命的慷慨与繁华相爱；即使岁月以刻薄与荒芜相欺。——七堇年《尘曲》也许一个人要走很长的路，经历过生命中无数突如其来的繁华和苍凉才会变得成熟..,七堇年经典语录,名人名言
http://www.juzizhai.com/ju/2758.html,要做的事情总找得出时间和机会不要做的事情总找的出藉口。——张爱玲因为爱过，所以慈悲；因为懂得，所以宽容。——张爱玲《倾城之恋》于千万人之中遇见你所要遇见的人，于千万年之中，时间的无涯的荒野里，没有早一步，也没有晚一步，刚巧赶上了，那也没有别的话可说，惟有轻轻地问一声：“噢，你也在这里吗？”——张爱..,张爱玲名人名言 张爱玲爱情语录|句子,名人名言
http://www.juzizhai.com/ju/2757.html,本该在心中的热血，它涂在地上。——韩寒《青春》痛苦来临时不要总问：“为什么偏偏是我？”因为快乐降临时你可没有问过这个问题。——韩寒有时候，不是对方不在乎你，而是你把对方看的太重。——韩寒懂越多就越像这世界的孤儿，走越远就越明白世界本是孤儿院。——韩寒“虚惊一潮这四个字是人世间最好的成语，比起什么兴..,韩寒经典语录,名人名言
http://www.juzizhai.com/ju/2754.html,"我要像果仁一样洁净,在你的心中安睡,让树叶永远沙沙作响,也不生出鸟的翅膀,我要汇入你的湖泊,在水底静静地长成大树,我要在早晨明亮地站起,把我们的太阳投入天空——顾城《南国之秋》你不愿意种花，你说，我不愿看见它一点点凋落。是的，为了避免结束，你避免了一切开始。——顾城《避免》你，一会看我，一会看云。我觉得，..",顾城经典语录,名人名言
http://www.juzizhai.com/ju/2753.html,我要一个人坐在窗台边的地板上，看樱花树在风中摆动。黄昏的雨天，最后一个孩子被母亲接走，然后在空荡荡的教室里弹钢琴。我要嫁给那个高大英俊的男人，他的睫毛就像华丽而伤感的威尼斯。我们曾经相爱，我要在他的身边，不离开他，告诉他，我愿意和他相守到老……——安妮宝贝最好的爱情是两个人彼此做个伴。不要束缚，不..,安妮宝贝经典语录 名言名句,名人名言
http://www.juzizhai.com/ju/2752.html,野花是一夜喜筵的酒杯野花是一夜喜筵的新娘野花是我包容新娘的彩色屋顶——海子《春天》面对大河我无限惭愧我年华虚度空有一身疲倦和所有以梦为马的诗人一样岁月易逝一滴不剩——海子《以梦为马》天空一无所有为何给我安慰——海子《黑夜的献诗》今夜我不关心人类，我只想你。——海子《姐姐，今夜我在德令哈》我只愿面朝..,海子经典语录,名人名言
http://www.juzizhai.com/ju/2751.html,总在快乐的时候，感到微微的惶恐。在开怀大笑时，流下感动的泪水。我无法相信单纯的幸福。对人生的起伏悲喜，既坦然又不安。——几米《我的心中每天开出一朵花》我们太年轻，以致都不知道以后的时光，竟然那么长，长得足够让我忘记你，足够让我重新喜欢一个人，就像当初喜欢你那样。——几米当一人个忽略你时，不要伤心，..,几米经典语录 名人名言名句,名人名言
http://www.juzizhai.com/ju/2749.html,憾事多则：永远谨记“亲则生狎”、“近则不逊”的交往之道，因太珍惜一些人，而小心翼翼维持一段安全的距离。保住了淡如水长流，享受不到如蜜之亲密，牺牲了许多深度交流，为了逃避火药而错过了火花。与值得珍惜的人相处，当初可不是把之视为古玩，为怕不小心将之摔破，而不敢不舍得放在手中抚摸。过分保持距离，得到了天..,林夕经典语录|句子|语句,名人名言
http://www.juzizhai.com/ju/2748.html,,林徽因经典语录大全,名人名言
http://www.juzizhai.com/ju/2597.html,得之我幸，失之我命！什么时候她能应承？——徐志摩我将于茫茫人海中访我唯一灵魂之伴侣；得之，我幸；不得，我命。——徐志摩《致梁启超》我是天空里的一片云偶尔投影在你的波心你不必讶异更无须欢喜在转瞬间消灭了踪影你我相逢在黑夜的海上你有你的，我有我的，方向你记得也好最好你忘掉在这交会时互放的光亮——徐志摩..,徐志摩经典语录,名人名言
http://www.juzizhai.com/ju/2595.html,如果早知今日，我一定对你一见钟情。——顾漫《微微一笑很倾城》向来缘浅，奈何情深。——顾漫《何以笙箫默》我一直很清醒，清醒地看着自己的沉沦。——顾漫《何以笙箫默》等待不可怕，可怕的是不知道什么时候是尽头。——顾漫《何以笙箫默》一人花开，一人花落，这些年从头到尾，无人问询。——顾漫《何以笙箫默》原来梦..,顾漫经典语录句子,名人名言
http://www.juzizhai.com/ju/2593.html,“矫讠伪行，以迷惑天下之主，而欲求宝贵焉，盗莫大于子。天下何不谓子为盗丘，而乃谓我为盗跖？”大哉斯讠！用现代的语言来说，监狱里的抢劫犯也许只盗了数得出的钱，高居要职的达官贵人所盗的可能是整个国家。谁是真正的大盗。得看用的是谁的标准。——龙应台《百年思索》我慢慢地、慢慢地了解到，所谓父女母子一场，只..,龙应台经典语录 龙应台名言名句,名人名言
http://www.juzizhai.com/ju/2592.html,情绪是一种依附细节之物。一些事，若细想，就不是那么回事，若不细想，不就是那么回事。——唐七公子《三生三世枕上书》点一盏灯听一夜孤笛声等一个人等得流年三四轮风吹过重门深庭院幽冷一纸红笺约下累世缘分史书翻过这一页记忆封存鸳鸯锦绘下这一段孤独浮生一世长安的誓言谁还在等谁太认真梦一场她城下作画描一幅山水人..,唐七公子经典语录|名句|名言,名人名言
http://www.juzizhai.com/ju/2591.html,ul>纵浪就纵浪到底吧，我已拍案下注，你敢不敢坐庄。——简媜《四月裂帛》如果有醒不了的梦我一定去做如果有走不完的路我一定去走如果有变不了的爱我一定去求如果如果什么都没有那就让我回到宿命的泥土让懂的人懂让不懂的人不懂让世界是世界我甘心是我的茧——简媜回忆若能下酒，往事便可作一场宿醉，醒来时，天依旧清亮，..,简媜经典语录 简媜名人名言名句,名人名言
http://www.juzizhai.com/ju/2590.html,“那为什么你不哭？”“因为掉眼泪也不能让我找回它。”——辛夷坞《致我们终将逝去的青春》他即使有千般不好，万般辜负，毕竟是我爱过的人。——辛夷坞《致我们终将逝去的青春》曾经我们都以为自己可以为爱情死，其实爱情死不了人，它只会在最疼的地方扎上一针，然后我们欲哭无泪，我们辗转反侧，我们久病成医，我们百炼..,辛夷坞经典语录名言句子,名人名言
http://www.juzizhai.com/ju/2588.html,对于现代科技来说，资金设备等等固然重要，但天才的思想依然是最主要的动力。一种发现或发明可以赚到很多钱，但有了钱也未必能造出所要的发明。思索是一道大门，通向现世上没有的东西，通到现在人类想不到的地方。——王小波《思维的乐趣》人的一切痛苦，本质上都是对自己的无能的愤怒。——王小波不愿清醒，宁愿一直沉迷..,王小波经典语录 王小波名言名句句子,名人名言
http://www.juzizhai.com/ju/2586.html,我们像两颗相隔遥远的星球，在不同的轨道运行，独善其身。——夏七夕《我和你的笑忘书之蓝色气球和苏夏》我抵得住孤单和寂寞，却抵不住你在我身边的沉默。——夏七夕《我和你的笑忘书之蓝色气球和苏夏》这个世界上最残忍的一句话，不是对不起，也不是我恨你，而是，我们再也回不去。——夏七夕《我和你的笑忘书之蓝色气球..,夏七夕经典语录 夏七夕名言名言 夏七夕唯美句子,名人名言
http://www.juzizhai.com/ju/2585.html,一个人真实的自己是不是存在于独处的时刻并不是重点，而应该说，一个人无论如何都需要独处，因为独处可以释放一个人不想在其他人面前释放的能量，不管是好的能量或是坏的能量。每个人总有一些不想让别人参与的时刻，但如果硬是指称一个人私底下的自己才是真正的他，恐怕谁也不会服气。独处只不过是喘一口气，让自己在跟其..,九把刀经典语录 九把刀经典句子名言,名人名言
http://www.juzizhai.com/ju/2584.html,只是爱情，更像是邂逅一场盛景后，摆出的美丽苍凉的手势。——安意如时光太瘦，指缝太宽，不经意的一瞥，已隔经年。——安意如不是无情，亦非薄幸，只是我们一生中会遇上很多人，真正能停留驻足的又有几个？生命是终将荒芜的渡口，连我们自己都是过客。——安意如《人生若只如初见》有些人，他们的心田只能耕种一次，一次..,安意如经典语录 安意如名人名言,名人名言
http://www.juzizhai.com/ju/2583.html,给你的爱一直很安静，来交换你偶尔给的关心。——方文山《一直很安静》最美的不是下雨天，是曾与你躲过雨的屋檐。——方文山《不能说的秘密》我温了一壶乡愁，将往事喝个够——方文山《一壶乡愁》弹指岁月倾城顷刻间烟灭青石板街回眸一笑你婉约——方文山《兰亭序》我在找那个故事里的人，你是不可缺少的部分——方文山《..,方文山的名句|语录|句子 经典歌词,名人名言
http://www.juzizhai.com/ju/2582.html,那时其实尝尽真正自由，但又感到没趣。——陈奕迅《任我行》你会不会忽然的出现在街角的咖啡店我会带着笑脸挥手寒暄和你坐着聊聊天我多么想和你见一面看看你最近改变不再去说从前只是寒暄对你说一句只是说一句好久不见——陈奕迅《好久不见》这个世界最坏罪名，叫太易动情，但我喜欢这罪名。——陈奕迅《无人之境》还记得..,陈奕迅经典歌词 陈奕迅歌词句子,名人名言
http://www.juzizhai.com/ju/2581.html,世界这么大，风景那么多，但旅行的意义并不在于拍了多少照片，走了多远的路，而在于旅途中，是否找到了与往昔不一样的自己。——独木舟世界上其实根本没有感同身受这回事，针不刺到别人身上，他们就不知道有多痛。——独木舟《深海里的星星》年轻吗不要紧听过几首歌爱过几个人就老了——独木舟《深海里的星星Ⅱ》有时候站..,独木舟经典语录句子名言,名人名言
http://www.juzizhai.com/ju/2579.html,今天我忽然觉得鸳鸯藤真的像红尘中的一对情人。一朵花先开，它会等着生命中另一朵开放，是不是很像一对未曾相遇的情人？待到另一朵花开，它已变黄，此时相遇，一朵白一朵黄，白金相映，枝头共舞。日随水去，它们相携着变老，都变成了金色，最后也像生命的陨落，总会一朵更先离去，另一朵仍停留在枝头，可是停留的花仍然在..,桐华经典语录|句子|名言名句,名人名言
http://www.juzizhai.com/ju/2578.html,我学会了保持安静在凌晨偶尔睡不着的时候，怀恋这十年前那片旷野。我总算知道了，所有的热情与血液，所有的挣扎与审判，即使于这个世界有关，也一样微不足道。——笛安《妩媚航班》幸福这东西，一点都不符合牛顿的惯性定律，总是在滑行的最流畅的时候戛然而止。——笛安《告别天堂》找一样我认为重要的东西，理想也好，爱..,笛安经典语录名人名言,名人名言
http://www.juzizhai.com/ju/2576.html,下雨天的时候，我常这样祈愿：但愿世间的泪，不会下得像天上的雨那样滂沱。但愿天上的雨，不会落得如人间的泪如此污浊。但愿人人都能有阳光的伞来抵挡生命的风雨。但愿人人都能因雨水的清洗而成为明净的人。——林清玄《忧伤之雨》我也愿学习蝴蝶，一再的蜕变，一再的祝愿，既不思虑，也不彷徨；既不回顾，也不忧伤。——..,林清玄唯美句子 林清玄经典语录,名人名言
http://www.juzizhai.com/ju/2575.html,我爬到树的顶端，果然它矗立到天际，地面是一整个圆弧辽阔相接。月球巨大清晰能看见上面凹凸不平的斑点。欣喜和激动间想要高声大叫。尽管与此同时，这个奇妙的平衡的世界另一端，站在那的无知，软弱，盲目愚蠢的我，作为得用不屑口吻才能提起的反面名字。在四下鄙夷的指责中，她听见从久远年代传来的句子。‘要做一个善良..,落落经典语录 落落名人名言名句,名人名言
http://www.juzizhai.com/ju/2572.html,这一生还那样长，可是已经结束了。——匪我思存《寂寞空庭春欲晚》很多时候我们放弃，以为不过是一段感情，到了最后，才知道，原来那是一生。——匪我思存《佳期如梦》她没有做错任何事，她不过就是因为爱上他，所以比他卑微，比他渺小，被他轻篾，被他看不起，被他不珍惜……——匪我思存《佳期如梦之今生今世》我们总是..,匪我思存经典语录 匪我思存经典句子,名人名言
http://www.juzizhai.com/ju/2570.html,同伴，不一定非要走到最后，某一段路上，对方给自己带来的朗朗笑声，那就已经足够。——八月长安《你好旧时光》喜怒形于色是需要资本的。——八月长安《你好，旧时光》让一个人变强大的最好方式，就是拥有一个想要保护的人。——八月长安《你好旧时光》同情这种东西，就是在能够保全自身的情况下才会有的消遣。——八月长..,八月长安经典语录 八月长安名言名句,名人名言
http://www.juzizhai.com/ju/2569.html,孤独不是一种脾性，而是一种无奈。——余秋雨《文化苦旅》你的过去我来不及参与，你的未来我奉陪到底。——余秋雨灾难的最后恶果，是人格崩溃；崩溃的第一标志，是损毁他人。——余秋雨《吾家小史》成熟是一种明亮而不刺眼的光辉，一种圆润而不腻耳的声响，一种不再需要对别人察言观色的从容，一种终于停止向周围申诉求告..,余秋雨经典语录 余秋雨唯美句子名人名言,名人名言
http://www.juzizhai.com/ju/2472.html,像我这样的女人，总是以一个难题的形式出现在感情里。——沈从文《边城》我行过许多地方的桥，看过许多次数的云，喝过许多种类的酒，却只爱过一个正当最好年龄的人。——沈从文《湘行散记》我明白你会来，所以我等。——沈从文《雨后》有些路看起来很近走去却很远的，缺少耐心永远走不到头。——沈从文我走过许多地方的路..,沈从文经典语录摘抄,名人名言
http://www.juzizhai.com/ju/2471.html,逆风的方向 更适合飞翔——五月天《倔强》逆风的方向，更适合飞翔，我不怕千万人阻挡，只怕自己投降。——五月天《倔强》我没钱没成就但是我有梦我很狂我很疯我为自己活——五月天《别惹我》其实我们都一模一样无名却充满了莫名渴望一生等一次发光——五月天《我心中尚未崩坏的地方》命运偷走如果只留下结果时间偷走..,五月天经典歌词/歌词句子,名人名言
http://www.juzizhai.com/ju/2469.html,忽然之间你忽略的我忽略的所有细节当初的猜疑好奇爱恨痴嗔却已走远忽然之间你发现的我发现的所有改变当初的微笑眼泪喜怒哀乐都已抛在昨天我没想过再遇见的时刻所有回忆青丝成雪忽然之间你忽略的我忽略的所有细节当初的猜疑好奇爱恨痴嗔却已熹微忽然之间你发现的我发现的所有改变当初的微笑当初的微笑眼泪喜怒哀乐都已云烟..,苏打绿经典歌词句子,名人名言
http://www.juzizhai.com/ju/2468.html,只有你愿意为之而死的东西，你才能够藉之而生——周国平《善良丰富高贵》我始终相信，一切高贵的情感都羞于表白，一切深刻的体验都拙于言辞——周国平我天性不宜交际。在多数场合，我不是觉得对方乏味，就是害怕对方觉得我乏味。可是我既不愿忍受对方的乏味，也不愿费劲使自己显得有趣，那都太累了。我独处时最轻松，因为..,周国平经典语录 周国平经典句子,名人名言
http://www.juzizhai.com/ju/2467.html,一切终归有尽头，伟大的帝国也是同样。——沧月《神之右手》这个世上，每个人都是一座孤岛。——沧月《曼珠沙华》一个人如果还知道流泪、还知道痛苦，那必然就还有他要守护的东西。——沧月《镜》或许上天创造出人，就是要让你看看，这个世界可以残忍到什么地步。——沧月《护花铃》跋涉千里来向你道别在最初和最后的雪夜..,沧月经典语录 沧月名言名句,名人名言
http://www.juzizhai.com/ju/2466.html,我要用文字重建一座城市，重建我的北京——用我的北京否认如今的北京。在我的城市里，时间倒流，枯木逢春，消失的气味儿、声音和光线被召回，被拆除的四合院、胡同和寺庙恢复原貌，瓦顶排浪般涌向低低的天际线，鸽哨响彻深深地蓝天，孩子们熟知四季的变化，居民们胸有方向感。——北岛《城门开》我得感谢这些年的漂泊，使..,北岛经典语录 北岛经典诗词,名人名言
http://www.juzizhai.com/ju/2465.html,地狱和天堂都在人间，即残疾与爱情，即原罪与拯救。淫荡不是别的，是把上帝寄存于人的财富【挪作它用】。爱情，并不在伸手可得或不可得的地方，是期盼使它诞生，是言语使它存在，是信心使它不死。切莫用仇恨的苦酒来缓解热望自由的干渴。——史铁生《病隙碎笔》有些事只适合收藏。不能说，也不能想，却又不能忘。它们不能..,史铁生经典语录,名人名言
http://www.juzizhai.com/ju/2464.html,她带着她的梦想越走越远，你带着她的梦想却不敢走到她的面前。——陈绮贞《太阳演唱会吧》我提着一个简简单单的行李，要安静走出对你的狂恋。——陈绮贞《狂恋》我坐在椅子上，看日出复活；我坐在夕阳里，看城市的衰落。——陈绮贞《鱼》带不走的丢不掉的让大雨侵蚀吧让它推向我在边界奋不顾身挣扎如果有一个怀抱勇敢不计..,陈绮贞唯美歌词句子 陈绮贞伤感歌词大全,名人名言
http://www.juzizhai.com/ju/2463.html,檐水穿墙再细的痒经年也刻成伤长夜未央盲眼偏贪看远道的光作足凄凄惶惶欢愉也添演三分假相再恳请你回首就当是次最寻常赏光有人为你化竭了疯狂入妆——河图《寸缕》谁应了谁的劫，谁又变成了谁的执念——河图《凤凰劫》血染江山的画怎敌你眉间一点朱砂覆了天下也罢始终不过一场繁华——河图《倾尽天下》最后才醒悟原来爱到..,河图经典歌词,名人名言
http://www.juzizhai.com/ju/2462.html,一个经历了爱情创伤的青年，如果没有因这创伤而倒下，那就可能更坚强地在生活中站起来。——路遥钱当然很重要，这我不是不知道；我一天何尝不为钱而受熬苦！可是，我又觉得，人活这一辈子，还应该有些另外的什么才对……——路遥《平凡的世界》生活不能等待别人来安排，要自已去争取和奋斗；而不论其结果是喜是悲，但可以..,路遥名句 路遥经典语录,名人名言
http://www.juzizhai.com/ju/2461.html,"你走你的阳关道，我过我的奈河桥——金庸《鹿鼎记》阿紫问姐夫“她有什么好，我哪里及不上她，你老是想着她，老是忘不了她？”姐夫平静的答“你样样都好，样样比她强，你只有一个缺点，你不是她............”——金庸《天龙八部》各有因缘莫羡人。——金庸《笑傲江湖》那都是很好很好的,我却偏偏不喜欢......——金庸《白..",金庸经典句子 金庸经典语录,名人名言
http://www.juzizhai.com/ju/2460.html,我喜欢出发。凡是到达了的地方，都属于昨天。哪怕那山再青，那水再秀，那风再温柔。太深的流连便成了一种羁绊，绊住的不仅是双脚，还有未来。——汪国真《我喜欢出发》我不去想是否能够成功既然选择了远方便只顾风雨兼程我不去想能否赢得爱情既然钟情于玫瑰就勇敢地吐露真诚我不去想身后会不会袭来寒风冷雨既然目标是地平..,汪国真经典句子 汪国真经典语录名言名句,名人名言
http://www.juzizhai.com/ju/2459.html,你永远不知道，你是我渴望已久的晴天，你是我猝不及防的暴雨。你永远不知道，你是我赖以生存的空气，你是我难以忍受的饥饿。你永远不知道，我的爱人，你也许永远不会知道……——廖一梅《恋爱的犀牛》如果没有那么多的感动，那么多的痛苦，在狂喜和绝望的两极来来回回，活着还有什么意思呢？——廖一梅《恋爱的犀牛》每个..,廖一梅经典语录 廖一梅名言名句,名人名言
http://www.juzizhai.com/ju/2458.html,15岁觉得游泳难，放弃游泳，到18岁遇到一个你喜欢的人约你去游泳，你只好说“我不会耶”。18岁觉得英文难，放弃英文，28岁出现一个很棒但要会英文的工作，你只好说“我不会耶”。人生前期越嫌麻烦，越懒得学，后来就越可能错过让你动心的人和事，错过新风景。蔡康永——蔡康永《给残酷社会的短信》15岁觉得游泳难，放弃游..,蔡康永经典语录,名人名言
http://www.juzizhai.com/ju/2457.html,我有神经病，一点也不假，我永不否认，但什么事我也清楚，鲁胜利靠什么当上了市长我也清楚，但我不告诉你们。她继承了我五姐的体魄但她比我五姐既有风度又有派头，果然是一代更比一代强。她平时走路昂首挺胸，像大洋马一样。一个大脑袋的中年男人从直升飞机肚子里钻出来。——莫言《丰乳肥臀》世界上的事情，最忌讳的就是..,莫言经典语录 莫言名人名言,名人名言
http://www.juzizhai.com/ju/2456.html,和我斗你至少要懂七十二变金箍棒始终盘桓在我指尖——许嵩《齐天大圣》很少有人承认自己的嫉妒心，因为这种心态很难自察。有时你嫉妒一个人，倒未必是觉得其完全没有才能，而是觉得其才能与其取得的名利不相配——总之，这厮运气好。其实，不必这样想，别人暗中吃过的苦头，你永远不知道，就算知道，你也未必吃的下去。.—..,许嵩经典歌词,名人名言
http://www.juzizhai.com/ju/2453.html,也许有那么一个时侯，你忽然会觉得很绝望，觉得全世界都背弃了你，活着就是承担屈辱和痛苦。这个时候你要对自己说，没关系，很多人都是这样长大的。风平浪静的人生是中年以后的追求。当你尚在年少，你受的苦，吃的亏，担的责，扛的罪，忍的痛，到最后都会变成光，照亮你的路。——饶雪漫我还是相信，星星会说话，石头会开..,饶雪漫经典语录 饶雪漫名人名言 饶雪漫唯美句子,名人名言
http://www.juzizhai.com/ju/2452.html,偶尔他们的船驶过一个孤立的茅屋，只见那茅屋高高在上侧身而立，背负青天，有时看见樵夫砍柴。看那茅屋孤零零立在那里，足可证明居住的人必然是赤贫无疑，小屋顶仅仅盖着木板，并无瓦片覆盖。苏东坡正在思索人生的劳苦，忽然瞥见一只苍鹰在天空盘旋得那么悠然自在，似乎丝毫不为明天费一些心思，于是自己盘算，为了功名利..,林语堂名言 林语堂经典语录,名人名言
